N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS cycl,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC cycl,Roofline LC Arithmetic Intensity,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark cycl,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM CS MLUPs,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,ECM LC MLUPs,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
550,0.78311,0,70.48854637470109,0.06,0.78672,0,70.1648460774578,0.06,9.3,9.2,8.2,12.1,28.0,73.81,124.64,12.3,9.0,8.0,12.1,27.8,56.91,323.31,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.44,8.24,65.68,40.32,8.00,48.32,40.40,8.08,48.48,56.25,8.00,64.25,40.25,8.00,48.25,40.25,8.00,48.25,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
560,0.78101,0,70.67799524808768,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.2,12.1,28.0,74.19,124.01,12.3,9.0,8.0,12.1,27.9,56.98,322.92,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.36,8.24,65.60,40.24,8.00,48.24,40.40,8.08,48.48,56.25,8.00,64.25,40.25,8.00,48.25,40.25,8.12,48.37,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
570,0.78245,0,70.5474783714002,0.06,0.78672,0,70.1648460774578,0.06,9.3,9.2,8.2,12.1,28.0,73.87,124.55,12.3,9.0,8.0,12.1,27.8,56.93,323.20,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.44,8.24,65.68,40.32,8.00,48.32,40.40,8.08,48.48,56.25,8.00,64.25,40.25,8.00,48.25,40.25,8.00,48.25,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
580,0.78250,0,70.54327604923499,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.2,12.1,27.9,73.93,124.44,12.3,9.0,8.0,12.1,27.8,56.93,323.20,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.28,8.16,65.44,40.24,8.00,48.24,40.40,8.08,48.48,56.25,8.00,64.25,40.25,8.00,48.25,40.25,8.00,48.25,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
590,0.78326,0,70.47497469712015,0.06,0.78672,0,70.1648460774578,0.06,9.3,9.2,8.2,12.1,27.9,73.82,124.63,12.3,9.0,8.0,12.1,27.8,56.90,323.37,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.44,8.16,65.60,40.32,8.00,48.32,40.40,8.08,48.48,56.25,8.00,64.25,40.25,8.00,48.25,40.25,8.00,48.25,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
600,0.78176,0,70.6097000986693,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.2,12.1,27.9,74.28,123.86,12.3,9.0,8.0,12.1,27.9,56.95,323.09,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.44,8.16,65.60,40.32,8.00,48.32,40.40,8.08,48.48,56.12,8.00,64.12,40.25,8.00,48.25,40.25,8.12,48.37,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
610,0.78175,0,70.61109449851044,0.06,0.78672,0,70.1648460774578,0.06,9.3,9.1,8.2,12.1,27.9,73.97,124.38,12.3,9.0,8.0,12.1,27.9,56.95,323.09,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.36,8.16,65.52,40.24,8.00,48.24,40.40,8.08,48.48,56.12,8.00,64.12,40.25,8.00,48.25,40.25,8.12,48.37,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
620,0.78098,0,70.68080189806376,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.2,12.1,27.9,74.07,124.21,12.3,9.0,8.0,12.1,27.9,56.98,322.92,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.28,8.16,65.44,40.24,8.00,48.24,40.40,8.08,48.48,56.12,8.00,64.12,40.25,8.00,48.25,40.25,8.12,48.37,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
630,0.78215,0,70.5750847489641,0.06,0.78672,0,70.1648460774578,0.06,9.3,9.1,8.2,12.1,27.9,73.85,124.58,12.3,9.0,8.0,12.1,27.8,56.94,323.14,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.36,8.16,65.52,40.24,8.00,48.24,40.40,8.08,48.48,56.12,8.00,64.12,40.25,8.00,48.25,40.25,8.00,48.25,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
640,0.78427,0,70.38376039721946,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.2,12.1,27.9,74.36,123.72,12.3,9.0,8.0,12.0,27.8,56.84,323.71,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.68,8.16,65.84,40.32,8.00,48.32,40.40,8.08,48.48,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
650,0.78429,0,70.38236145060537,0.06,0.78672,0,70.1648460774578,0.06,9.3,9.1,8.2,12.1,27.9,73.94,124.43,12.3,9.0,8.0,12.0,27.8,56.83,323.77,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.36,8.16,65.52,40.24,8.00,48.24,40.40,8.08,48.48,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
660,0.78433,0,70.37814720953327,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.2,12.1,27.9,74.04,124.25,12.3,9.0,8.0,12.0,27.8,56.83,323.77,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.20,8.16,65.36,40.24,8.00,48.24,40.40,8.08,48.48,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
670,0.78438,0,70.37394150067709,0.06,0.78672,0,70.1648460774578,0.06,9.3,9.1,8.2,12.1,27.9,73.88,124.53,12.3,9.0,8.0,12.0,27.8,56.83,323.77,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.28,8.16,65.44,40.24,8.00,48.24,40.40,8.08,48.48,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
680,0.78441,0,70.37113485070098,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.2,12.1,27.9,74.29,123.84,12.3,9.0,8.0,12.0,27.8,56.83,323.77,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.20,8.16,65.36,40.24,8.00,48.24,40.32,8.08,48.40,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
690,0.78444,0,70.36832820072489,0.06,0.78672,0,70.1648460774578,0.06,9.3,9.1,8.2,12.1,27.9,74.00,124.33,12.3,9.0,8.0,12.0,27.8,56.82,323.82,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.28,8.16,65.44,40.24,8.00,48.24,40.32,8.08,48.40,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
700,0.78446,0,70.36692083416088,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.2,12.1,27.9,74.00,124.33,12.3,9.0,8.0,12.0,27.8,56.82,323.82,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.20,8.16,65.36,40.24,8.00,48.24,40.32,8.08,48.40,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
710,1.26,0,43.67908167770419,0.09,0.78672,0,70.1648460774578,0.06,9.3,9.1,8.2,12.1,27.9,73.78,124.69,12.3,9.0,8.0,12.0,19.0,48.05,382.93,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.28,8.16,65.44,40.24,8.00,48.24,40.32,8.08,48.40,56.12,8.00,64.12,40.12,8.00,48.12,24.12,8.12,32.24,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
720,0.78452,0,70.36130764647467,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.2,12.1,27.9,74.21,123.98,12.3,9.0,8.0,12.0,27.8,56.82,323.82,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.20,8.16,65.36,40.24,8.00,48.24,40.32,8.08,48.40,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
730,0.78457,0,70.35710160082049,0.06,0.78672,0,70.1648460774578,0.06,9.3,9.1,8.2,12.1,27.9,73.91,124.47,12.3,9.0,8.0,12.0,27.8,56.82,323.82,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.28,8.16,65.44,40.24,8.00,48.24,40.32,8.08,48.40,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
740,0.78458,0,70.35569445878848,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.2,12.1,28.0,74.20,123.98,12.3,9.0,8.0,12.0,27.8,56.82,323.82,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.12,8.16,65.28,40.24,8.00,48.24,40.32,8.08,48.40,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
750,0.78463,0,70.3514883008683,0.06,0.78672,0,70.1648460774578,0.06,9.3,9.1,8.2,12.1,28.1,75.54,121.79,12.3,9.0,8.0,12.0,27.8,56.81,323.88,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.28,8.16,65.44,40.24,8.00,48.24,40.32,8.48,48.80,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
760,0.78465,0,70.35008127110228,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.2,12.1,28.3,77.35,118.94,12.3,9.0,8.0,12.0,27.8,56.81,323.88,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.12,8.16,65.28,40.24,8.00,48.24,40.32,8.72,49.04,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
770,0.78466,0,70.3486816508922,0.06,0.78672,0,70.1648460774578,0.06,9.2,9.1,8.3,12.1,28.5,77.98,117.97,12.3,9.0,8.0,12.0,27.8,56.81,323.88,12.3,9.0,8.0,12.0,27.7,56.69,324.57,58.16,8.16,66.32,40.24,8.00,48.24,40.32,9.04,49.36,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
780,0.78469,0,70.34587500091611,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.2,12.1,28.6,79.21,116.15,12.3,9.0,8.0,12.0,27.8,56.81,323.88,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.28,8.16,65.44,40.24,8.00,48.24,40.32,9.28,49.60,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
790,0.78473,0,70.34306835094,0.06,0.78672,0,70.1648460774578,0.06,9.3,9.1,8.2,12.1,28.8,79.98,115.03,12.3,9.0,8.0,12.0,27.8,56.81,323.88,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.28,8.16,65.44,40.24,8.00,48.24,40.32,9.52,49.84,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
800,0.78476,0,70.34026170096391,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.2,12.1,28.9,81.46,112.94,12.3,9.0,8.0,12.0,27.8,56.81,323.88,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.20,8.16,65.36,40.24,8.00,48.24,40.32,9.76,50.08,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
810,0.78477,0,70.3388548957299,0.06,0.78672,0,70.1648460774578,0.06,9.3,9.1,8.2,12.1,29.1,81.88,112.36,12.3,9.0,8.0,12.0,27.8,56.80,323.94,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.28,8.16,65.44,40.24,8.00,48.24,40.32,10.00,50.32,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
820,0.78480,0,70.33604830188679,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.2,12.1,29.2,83.14,110.66,12.3,9.0,8.0,12.0,27.8,56.80,323.94,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.12,8.16,65.28,40.24,8.00,48.24,40.32,10.24,50.56,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
830,0.78482,0,70.33464840101172,0.06,0.78672,0,70.1648460774578,0.06,9.3,9.1,8.2,12.1,29.3,83.59,110.06,12.3,9.0,8.0,12.0,27.8,56.80,323.94,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.28,8.16,65.44,40.24,8.00,48.24,40.32,10.48,50.80,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
840,0.78485,0,70.33184175103561,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.2,12.1,29.4,85.12,108.08,12.3,9.0,8.0,12.0,27.8,56.80,323.94,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.12,8.16,65.28,40.24,8.00,48.24,40.32,10.64,50.96,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
850,0.78487,0,70.3304351142006,0.06,0.78672,0,70.1648460774578,0.06,9.3,9.1,8.2,12.1,29.5,85.41,107.72,12.3,9.0,8.0,12.0,27.8,56.80,323.94,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.28,8.16,65.44,40.24,8.00,48.24,40.32,10.88,51.20,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
860,0.78490,0,70.3276285203575,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.2,12.1,29.6,86.67,106.15,12.3,9.0,8.0,12.0,27.8,56.80,323.94,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.12,8.16,65.28,40.24,8.00,48.24,40.32,11.04,51.36,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
870,0.78491,0,70.32622845108342,0.06,0.78672,0,70.1648460774578,0.06,9.3,9.1,8.2,12.1,29.7,86.88,105.89,12.3,9.0,8.0,12.0,27.8,56.80,323.94,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.44,8.16,65.60,40.24,8.00,48.24,40.32,11.20,51.52,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
880,0.78494,0,70.32342180110733,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.2,12.1,29.8,88.41,104.07,12.3,9.0,8.0,12.0,27.7,56.79,324.00,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.12,8.16,65.28,40.24,8.00,48.24,40.32,11.36,51.68,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
890,0.78496,0,70.32201533267128,0.06,0.78672,0,70.1648460774578,0.06,9.2,9.1,8.2,12.1,29.9,88.32,104.16,12.3,9.0,8.0,12.0,27.7,56.79,324.00,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.20,8.16,65.36,40.24,8.00,48.24,40.32,11.52,51.84,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
900,0.78498,0,70.32061515113124,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.2,12.1,30.0,89.48,102.82,12.3,9.0,8.0,12.0,27.7,56.79,324.00,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.12,8.16,65.28,40.24,8.00,48.24,40.32,11.68,52.00,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
910,0.78499,0,70.31920873882821,0.06,0.78672,0,70.1648460774578,0.06,9.2,9.1,8.2,12.1,30.1,89.50,102.79,12.3,9.0,8.0,12.0,27.7,56.79,324.00,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.20,8.16,65.36,40.24,8.00,48.24,40.32,11.84,52.16,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
920,0.78501,0,70.31780850115511,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.2,12.1,30.2,90.99,101.11,12.3,9.0,8.0,12.0,27.7,56.79,324.00,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.04,8.16,65.20,40.24,8.00,48.24,40.32,11.92,52.24,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
930,0.78502,0,70.31640214498509,0.06,0.78672,0,70.1648460774578,0.06,9.2,9.1,8.2,12.1,30.2,90.70,101.43,12.3,9.0,8.0,12.0,27.7,56.79,324.00,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.20,8.16,65.36,40.24,8.00,48.24,40.32,12.08,52.40,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
940,0.78505,0,70.313595551142,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.1,12.1,29.6,92.14,99.85,12.3,9.0,8.0,12.0,27.7,56.79,324.00,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.04,8.16,65.20,40.24,8.00,48.24,39.52,11.84,51.36,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
950,0.78505,0,70.313595551142,0.06,0.78672,0,70.1648460774578,0.06,9.2,9.1,8.2,12.1,28.7,92.50,99.46,12.3,9.0,8.0,12.0,27.7,56.79,324.00,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.20,8.16,65.36,40.24,8.00,48.24,38.32,11.52,49.84,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
960,0.78507,0,70.31219520120293,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.2,12.1,27.8,94.38,97.48,12.3,9.0,8.0,12.0,27.7,56.79,324.00,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.36,8.16,65.52,40.24,8.00,48.24,37.12,11.12,48.24,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
970,0.78510,0,70.30938855122683,0.06,0.78672,0,70.1648460774578,0.06,9.2,9.1,8.2,12.1,27.0,94.35,97.51,12.3,9.0,8.0,12.0,27.7,56.78,324.05,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.12,8.08,65.20,40.24,8.00,48.24,36.00,10.80,46.80,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
980,0.78512,0,70.30798236345582,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.1,12.1,26.2,95.86,95.98,12.3,9.0,8.0,12.0,27.7,56.78,324.05,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.04,8.08,65.12,40.24,8.00,48.24,34.96,10.48,45.44,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
990,0.78513,0,70.30658190125072,0.06,0.78672,0,70.1648460774578,0.06,9.2,9.1,8.2,12.1,25.4,96.14,95.70,12.3,9.0,8.0,12.0,27.7,56.78,324.05,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.12,8.08,65.20,40.24,8.00,48.24,33.92,10.16,44.08,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
1000,0.78515,0,70.3051757696127,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.1,12.1,24.7,98.11,93.78,12.3,9.0,8.0,12.0,27.7,56.78,324.05,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.04,8.08,65.12,40.24,8.00,48.24,32.88,9.92,42.80,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
1010,0.78516,0,70.30377525127464,0.06,0.78672,0,70.1648460774578,0.06,9.2,9.1,8.2,12.1,23.9,98.07,93.81,12.3,9.0,8.0,12.0,27.7,56.78,324.05,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.12,8.08,65.20,40.24,8.00,48.24,31.92,9.60,41.52,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
1020,0.78518,0,70.30236917576963,0.06,0.78672,0,70.1648460774578,0.06,9.0,9.1,8.2,12.1,23.3,99.29,92.66,12.3,9.0,8.0,12.0,27.7,56.78,324.05,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.12,8.08,65.20,40.24,8.00,48.24,30.96,9.36,40.32,56.12,8.00,64.12,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
